id,amount,source,cid
8792,146,3,5623
8793,965,1,21704
8794,362,1,10406
8795,522,1,5802
8796,541,3,30844
8797,756,3,552
8798,372,3,3901
8799,94,3,6128
8800,429,1,8127
8801,326,1,47738
8802,358,1,42805
8803,18,1,12911
8804,424,2,952
8805,619,3,39878
8806,553,3,8073
8807,128,3,25144
8808,334,1,30618
8809,741,3,1576
8810,661,2,10394
8811,886,3,4236
8812,562,2,28835
8813,102,2,34384
8814,282,3,29419
8815,981,3,18984
8816,152,2,49192
8817,747,1,35475
8818,199,3,17904
8819,416,2,3636
8820,789,1,7862
8821,386,2,2021
8822,295,3,4229
8823,663,3,28318
8824,328,1,33139
8825,401,2,39236
8826,810,3,31721
8827,884,2,41680
8828,645,1,29923
8829,87,1,15098
8830,784,2,39543
8831,217,2,29302
8832,210,3,34612
8833,179,2,35833
8834,917,2,4988
8835,497,1,28721
8836,398,1,27582
8837,814,1,1704
8838,875,2,44972
8839,154,2,43647
8840,866,1,34782
8841,350,3,17949
8842,155,1,7933
8843,208,1,7446
8844,346,1,10963
8845,229,2,31462
8846,612,3,37150
8847,317,2,32742
8848,304,2,33713
8849,364,3,29944
8850,780,1,22856
8851,149,3,20148
8852,578,2,9903
8853,88,3,31833
8854,844,2,30423
8855,261,2,30499
8856,209,1,14797
8857,608,1,8748
8858,386,3,31435
8859,599,3,23757
8860,122,2,8707
8861,402,2,9751
8862,919,1,19994
8863,436,1,36342
8864,280,3,19318
8865,219,3,30854
8866,302,1,43249
8867,747,3,29794
8868,518,2,29418
8869,210,2,12562
8870,956,1,34807
8871,20,2,14905
8872,991,2,23978
8873,710,1,40942
8874,12,3,38484
8875,558,2,5477
8876,577,3,25805
8877,497,2,3579
8878,31,3,41909
8879,157,3,24871
8880,957,3,41645
8881,903,3,13297
8882,508,2,13062
8883,94,3,38873
8884,128,1,5489
8885,755,2,1264
8886,26,1,31792
8887,776,1,45596
8888,294,2,46420
8889,610,3,25209
8890,670,1,23150
8891,735,1,28083
8892,45,2,16026
8893,784,3,961
8894,23,1,8263
8895,333,2,43448
8896,472,2,34657
8897,285,1,37503
8898,335,2,22567
8899,576,1,3313
8900,737,3,45299
8901,789,2,18032
8902,571,2,45551
8903,580,1,49789
8904,255,3,7061
8905,536,3,3062
8906,625,3,35002
8907,186,2,40658
8908,955,2,7532
8909,515,2,19943
8910,360,1,45982
8911,753,2,2893
8912,395,3,18875
8913,702,1,3585
8914,266,1,31961
8915,418,3,31891
8916,524,1,4024
8917,796,3,32253
8918,102,1,31464
8919,37,3,2768
8920,428,1,1720
8921,42,1,13840
8922,243,1,35113
8923,517,3,13413
8924,111,2,7586
8925,218,1,12537
8926,467,1,6935
8927,597,3,16910
8928,992,1,5096
8929,85,1,16388
8930,597,3,15438
8931,74,3,16001
8932,180,3,29585
8933,653,1,29647
8934,42,2,11952
8935,572,2,10675
8936,344,2,43386
8937,332,3,6460
8938,571,2,11889
8939,998,1,14199
8940,504,1,39620
8941,820,3,19605
8942,193,3,24203
8943,479,2,27542
8944,411,2,14786
8945,806,1,49386
8946,313,2,7909
8947,287,2,9805
8948,71,2,32664
8949,592,3,716
8950,860,1,42020
8951,889,1,3717
8952,538,3,22580
8953,369,2,12464
8954,220,1,4669
8955,887,1,31971
8956,998,1,41998
8957,102,1,45045
8958,929,3,13721
8959,651,1,43866
8960,671,1,23368
8961,176,3,42885
8962,588,3,12808
8963,52,3,43892
8964,642,3,43914
8965,368,1,30430
8966,396,3,34482
8967,530,1,14560
8968,524,3,13790
8969,232,1,29677
8970,66,2,41434
8971,687,2,43560
8972,60,3,3705
8973,621,3,13507
8974,391,3,46959
8975,86,2,7255
8976,368,3,34885
8977,494,2,37562
8978,80,2,36406
8979,210,3,49814
8980,959,3,41335
8981,504,3,11707
8982,850,3,9005
8983,860,2,45450
8984,560,2,36241
8985,383,1,20244
8986,837,2,11737
8987,899,2,45882
8988,546,1,20134
8989,526,3,43300
8990,95,1,27567
8991,449,1,23009
8992,25,2,7001
8993,403,2,42919
8994,358,3,27405
8995,344,2,23400
8996,221,2,43591
8997,19,2,23722
8998,177,2,26390
8999,958,2,11641
9000,696,2,12780
9001,226,3,12831
9002,873,2,9199
9003,320,3,130
9004,583,1,12664
9005,95,2,33930
9006,183,2,25588
9007,768,2,34072
9008,101,1,499
9009,396,3,47055
9010,600,2,1197
9011,914,3,11378
9012,957,2,2666
9013,728,2,15594
9014,210,3,1358
9015,835,2,13340
9016,762,2,36917
9017,97,2,23754
9018,455,3,43172
9019,650,1,20624
9020,798,3,48619
9021,880,2,3537
9022,789,1,7783
9023,648,1,11115
9024,928,1,19482
9025,494,3,38597
9026,995,2,494
9027,693,1,40794
9028,458,1,27831
9029,970,3,30234
9030,294,1,23810
9031,504,2,39179
9032,181,3,30016
9033,984,1,35678
9034,504,2,18894
9035,134,3,47868
9036,633,3,3294
9037,937,1,43366
9038,225,1,1054
9039,235,3,49551
9040,280,3,27301
9041,402,3,33945
9042,396,2,12471
9043,649,3,43281
9044,998,2,11977
9045,806,2,42673
9046,275,2,34631
9047,776,2,7904
9048,481,1,13633
9049,91,1,10723
9050,181,3,39819
9051,286,1,13475
9052,965,1,29167
9053,183,1,22988
9054,50,3,8156
9055,978,1,22535
9056,45,1,23094
9057,514,2,1634
9058,343,1,9945
9059,943,1,44420
9060,909,2,48579
9061,126,1,5286
9062,690,2,3370
9063,720,1,44086
9064,6,3,4006
9065,87,1,24760
9066,832,2,49691
9067,830,1,38926
9068,394,2,46440
9069,278,1,22815
9070,160,3,12001
9071,394,1,40968
9072,788,3,8267
9073,905,3,49894
9074,425,2,38760
9075,16,1,6286
9076,18,2,2361
9077,23,1,18669
9078,249,2,40701
9079,624,2,10587
9080,621,1,4675
9081,86,3,4567
9082,613,2,2639
9083,614,2,4280
9084,287,1,48521
9085,797,3,44923
9086,931,2,3523
9087,813,3,37247
9088,183,1,30097
9089,674,3,17266
9090,85,2,1521
9091,331,1,10643
9092,571,3,21120
9093,41,3,682
9094,127,2,16790
9095,139,3,8978
9096,687,2,47357
9097,57,1,43569
9098,770,3,28100
9099,762,2,30048
9100,565,1,7832
9101,431,3,28255
9102,630,2,31678
9103,200,3,1053
9104,678,3,29546
9105,552,2,31063
9106,173,1,20519
9107,536,3,21344
9108,279,2,22361
9109,918,3,12097
9110,33,1,17288
9111,509,3,46446
9112,572,1,9793
9113,807,3,45643
9114,631,1,44801
9115,408,1,47658
9116,175,3,23082
9117,914,2,49926
9118,156,3,41156
9119,77,1,23538
9120,429,3,24192
9121,512,1,46162
9122,661,3,1464
9123,747,3,1222
9124,454,3,5178
9125,687,1,40880
9126,98,2,4616
9127,730,2,7414
9128,765,1,49243
9129,51,2,1517
9130,140,2,27467
9131,265,3,6585
9132,191,1,17365
9133,789,3,11068
9134,1000,1,3084
9135,687,1,41331
9136,541,1,31325
9137,916,1,37121
9138,687,2,38483
9139,655,3,40131
9140,553,3,27661
9141,813,2,14452
9142,735,2,48241
9143,227,2,8849
9144,362,2,20913
9145,345,2,11509
9146,111,1,42912
9147,413,1,36085
9148,746,3,40403
9149,613,1,19519
9150,682,2,5339
9151,617,1,12165
9152,326,1,32076
9153,886,3,4241
9154,710,2,47059
9155,223,1,41200
9156,61,2,13494
9157,254,3,20344
9158,676,3,41266
9159,187,2,30198
9160,778,2,20373
9161,40,2,39026
9162,373,3,45577
9163,847,1,5429
9164,370,1,16567
9165,21,3,6719
9166,738,3,45677
9167,675,2,18194
9168,14,1,29440
9169,70,2,167
9170,410,2,14076
9171,185,3,12123
9172,129,1,7911
9173,665,3,30123
9174,796,1,40145
9175,237,2,17549
9176,902,2,43175
9177,77,2,44684
9178,468,1,22069
9179,750,3,37828
9180,138,3,7669
9181,590,1,45988
9182,182,1,27300
9183,981,3,332
9184,754,1,39322
9185,856,2,9365
9186,616,2,4161
9187,978,2,35239
9188,9,2,47809
9189,644,1,33191
9190,901,2,44684
9191,312,2,14944
9192,382,3,28771
9193,147,3,44137
9194,260,1,36490
9195,611,2,22376
9196,37,2,31441
9197,913,3,48092
9198,461,1,501
9199,973,2,8027
9200,657,2,14130
9201,648,2,40004
9202,994,2,37684
9203,831,3,22424
9204,155,2,33576
9205,236,3,22876
9206,421,1,45197
9207,417,1,11184
9208,193,3,13584
9209,900,1,31429
9210,705,1,31652
9211,159,3,23344
9212,157,2,34858
9213,994,1,11904
9214,135,1,38855
9215,917,3,8212
9216,334,3,45015
9217,833,2,22126
9218,590,2,25077
9219,852,1,10818
9220,133,3,20319
9221,422,1,27272
9222,616,1,40060
9223,116,1,12415
9224,772,3,15191
9225,681,1,24624
9226,367,2,49759
9227,278,3,654
9228,919,3,6947
9229,220,3,21305
9230,147,2,38755
9231,425,1,37013
9232,852,3,32098
9233,628,3,1229
9234,612,2,41232
9235,164,3,3868
9236,263,3,43655
9237,848,1,29515
9238,588,1,32736
9239,510,3,3836
9240,459,2,20583
9241,358,1,13954
9242,451,3,14229
9243,219,2,21001
9244,760,1,45405
9245,915,2,17878
9246,839,1,34309
9247,101,2,27596
9248,191,2,28648
9249,389,1,39786
9250,862,2,36393
9251,478,2,10597
9252,853,3,23498
9253,767,2,42904
9254,352,3,42617
9255,395,3,5451
9256,415,1,140
9257,806,3,43279
9258,902,3,21741
9259,387,3,9898
9260,679,3,7942
9261,493,3,26254
9262,20,3,3745
9263,53,3,19752
9264,554,3,21410
9265,207,1,6860
9266,81,3,4282
9267,55,1,10699
9268,260,3,17326
9269,961,1,15192
9270,342,2,40578
9271,979,2,44082
9272,941,3,25208
9273,666,1,43051
9274,449,1,23107
9275,697,3,49752
9276,520,2,44073
9277,168,2,34466
9278,848,1,434
9279,804,3,557
9280,259,1,48314
9281,474,3,28934
9282,955,3,45578
9283,278,1,36939
9284,423,1,27089
9285,711,1,1608
9286,850,2,24599
9287,167,2,47392
9288,876,1,31209
9289,204,1,37548
9290,700,2,30006
9291,295,1,2299
9292,797,2,46339
9293,224,3,13371
9294,16,1,41492
9295,921,3,31520
9296,894,3,26651
9297,634,3,4994
9298,321,3,12695
9299,355,2,236
9300,623,2,28874
9301,651,1,28853
9302,477,1,2146
9303,862,1,22990
9304,725,1,4532
9305,279,1,4597
9306,126,3,34519
9307,483,1,40323
9308,495,1,36632
9309,225,2,10273
9310,172,3,9707
9311,940,3,30077
9312,138,2,23872
9313,143,1,28833
9314,432,3,27146
9315,619,2,3808
9316,569,2,45735
9317,993,3,4807
9318,916,1,28677
9319,837,1,8713
9320,88,3,22766
9321,62,2,49420
9322,643,3,27924
9323,947,1,33725
9324,446,3,48151
9325,916,2,8658
9326,385,3,40022
9327,442,3,26015
9328,415,3,6002
9329,255,3,39067
9330,932,2,13301
9331,544,2,23542
9332,839,1,1778
9333,895,3,27757
9334,411,2,35033
9335,311,3,23772
9336,104,3,10957
9337,645,2,17280
9338,395,3,42668
9339,502,1,4596
9340,503,2,38426
9341,484,3,40897
9342,978,2,19857
9343,64,2,45708
9344,753,2,16881
9345,16,1,17488
9346,28,3,23824
9347,580,3,9939
9348,732,1,35740
9349,482,3,23648
9350,253,1,14833
9351,446,1,2684
9352,547,2,48313
9353,217,3,20248
9354,119,2,15700
9355,619,1,43056
9356,180,2,23194
9357,490,1,28832
9358,921,3,11549
9359,946,3,34090
9360,476,1,17894
9361,179,1,35364
9362,849,2,40830
9363,172,2,24623
9364,81,2,49451
9365,18,2,35087
9366,315,1,27240
9367,151,3,38035
9368,180,3,33514
9369,17,1,36841
9370,964,3,24940
9371,359,2,10093
9372,585,2,44121
9373,960,3,33301
9374,710,1,44774
9375,89,3,33796
9376,316,2,1185
9377,161,2,6417
9378,49,1,33401
9379,414,1,17280
9380,767,1,28578
9381,896,1,31053
9382,958,2,11211
9383,101,3,38555
9384,111,2,499
9385,993,3,6787
9386,811,1,3063
9387,210,2,10466
9388,232,2,27334
9389,384,2,1357
9390,265,1,3456
9391,61,1,42532
9392,799,1,10328
9393,979,3,39121
9394,438,3,37329
9395,871,2,2505
9396,694,1,29786
9397,409,1,49444
9398,519,3,26379
9399,900,1,20385
9400,696,1,17864
9401,101,3,42002
9402,104,3,40258
9403,366,3,1830
9404,753,3,23074
9405,113,1,38559
9406,938,2,47714
9407,892,2,45479
9408,784,1,33979
9409,867,3,3495
9410,165,1,35351
9411,416,3,10040
9412,684,2,6789
9413,771,1,47528
9414,735,2,7329
9415,284,1,1941
9416,954,3,44901
9417,538,2,147
9418,180,2,1664
9419,275,1,40133
9420,285,2,31632
9421,852,3,18656
9422,133,2,9628
9423,139,1,6678
9424,939,3,33355
9425,860,2,17752
9426,342,1,23538
9427,861,1,5767
9428,626,3,18175
9429,800,2,43331
9430,537,1,27753
9431,266,2,7528
9432,730,2,10027
9433,562,1,17399
9434,902,2,31360
9435,600,3,46792
9436,812,3,31301
9437,146,2,24581
9438,906,3,36002
9439,999,1,22538
9440,367,3,38641
9441,839,1,40354
9442,355,1,38441
9443,309,1,33578
9444,870,1,37201
9445,182,1,18820
9446,284,2,48113
9447,522,3,26138
9448,948,3,42583
9449,504,2,22798
9450,732,2,38904
9451,61,1,28008
9452,352,1,8723
9453,528,3,17264
9454,843,1,31425
9455,793,3,46145
9456,635,2,39579
9457,291,1,24228
9458,614,2,21283
9459,405,3,33175
9460,526,3,32574
9461,913,2,29977
9462,385,1,38091
9463,941,2,45498
9464,577,3,35252
9465,637,1,19332
9466,768,2,5074
9467,307,1,32575
9468,517,1,28782
9469,667,3,3025
9470,73,2,12925
9471,265,3,17030
9472,123,1,16164
9473,196,2,30846
9474,530,2,49295
9475,663,3,39064
9476,109,1,37653
9477,846,1,25602
9478,590,2,29003
9479,329,2,24142
9480,198,3,13474
9481,750,3,24697
9482,60,1,46972
9483,670,1,49232
9484,142,2,24265
9485,685,1,39887
9486,450,2,40318
9487,670,2,23686
9488,158,2,5701
9489,414,1,10539
9490,819,3,934
9491,339,1,24671
9492,718,3,24793
9493,208,2,23766
9494,515,2,45071
9495,656,1,7753
9496,884,2,17392
9497,345,1,9718
9498,853,1,34013
9499,186,2,23765
9500,743,3,17830
9501,860,2,11058
9502,642,3,36962
9503,202,3,45989
9504,917,2,49443
9505,145,1,41095
9506,101,3,45275
9507,541,2,19376
9508,5,3,11619
9509,878,3,37685
9510,965,1,3626
9511,280,1,33038
9512,514,2,36369
9513,409,1,40236
9514,869,3,39037
9515,221,3,24706
9516,303,2,25037
9517,849,2,3588
9518,349,3,14133
9519,422,2,28802
9520,485,3,19828
9521,414,3,12325
9522,19,2,38545
9523,680,1,9684
9524,37,3,17866
9525,992,3,48870
9526,36,2,43416
9527,516,1,22524
9528,58,3,45120
9529,510,1,10265
9530,133,3,411
9531,838,2,36195
9532,390,3,36628
9533,673,2,46242
9534,212,3,27256
9535,181,2,47063
9536,959,1,30722
9537,977,3,13204
9538,916,1,27072
9539,831,1,30537
9540,305,2,28921
9541,800,1,40389
9542,120,3,3657
9543,556,2,3034
9544,618,2,11429
9545,377,2,15289
9546,190,3,1465
9547,301,2,33946
9548,952,1,35585
9549,281,3,31958
9550,528,2,36745
9551,887,3,39540
9552,669,2,1358
9553,328,3,40582
9554,466,1,11793
9555,43,3,37512
9556,961,2,22482
9557,49,3,34076
9558,633,3,27572
9559,754,1,34870
9560,666,3,26615
9561,308,2,46832
9562,448,3,9277
9563,312,2,9895
9564,7,1,3787
9565,951,2,19162
9566,509,2,37853
9567,739,2,17021
9568,960,3,8658
9569,814,2,18896
9570,664,2,43868
9571,77,2,38294
9572,439,1,33036
9573,274,2,41024
9574,271,3,3549
9575,902,2,8428
9576,102,3,24965
9577,961,3,31150
9578,77,3,34106
9579,606,1,38380
9580,14,1,40548
9581,430,1,40320
9582,373,3,1649
9583,237,1,30699
9584,56,1,14835
9585,115,1,29900
9586,275,2,25740
9587,654,1,47695
9588,602,1,48677
9589,537,3,35621
9590,65,2,4146
9591,2,2,37452
9592,727,3,30823
9593,750,3,46546
9594,574,3,41763
9595,929,1,36414
9596,835,3,16714
9597,554,3,42838
9598,466,2,22
9599,892,3,33980
9600,895,2,18165
9601,812,1,32706
9602,123,2,23619
9603,177,3,33279
9604,805,1,23261
9605,176,3,35851
9606,145,1,5215
9607,95,2,24025
9608,959,3,5342
9609,484,1,2317
9610,794,1,30250
9611,24,3,41902
9612,308,3,43505
9613,516,2,17209
9614,202,1,7414
9615,42,1,22653
9616,330,2,26439
9617,819,3,27000
9618,670,2,37578
9619,236,1,46729
9620,703,3,41010
9621,730,2,12048
9622,89,1,4607
9623,626,2,17378
9624,71,3,33664
9625,473,2,36668
9626,125,1,22338
9627,841,2,47391
9628,605,1,40357
9629,620,3,24661
9630,688,1,18546
9631,224,3,40214
9632,408,3,11273
9633,122,1,11078
9634,821,2,19110
9635,148,2,12070
9636,229,3,36572
9637,795,2,32635
9638,686,2,12772
9639,742,2,25514
9640,65,2,20032
9641,587,3,8430
9642,627,2,12758
9643,215,1,22961
9644,860,3,40316
9645,636,1,113
9646,514,1,9680
9647,257,1,42981
9648,669,1,47452
9649,207,1,15815
9650,364,2,27408
9651,361,2,20269
9652,561,3,103
9653,319,2,9147
9654,74,1,8549
9655,982,3,24023
9656,579,1,32496
9657,4,1,14093
9658,565,1,21978
9659,501,1,23822
9660,531,3,48844
9661,779,2,25438
9662,727,2,49687
9663,397,1,27536
9664,732,2,21671
9665,426,3,5423
9666,689,2,25330
9667,810,1,26759
9668,621,2,29113
9669,469,3,49669
9670,564,2,35872
9671,773,3,45148
9672,481,1,18157
9673,624,3,17707
9674,44,3,23262
9675,664,1,10892
9676,844,1,12324
9677,807,1,1601
9678,280,3,22655
9679,188,3,12873
9680,916,2,21754
9681,323,3,47245
9682,506,2,36381
9683,35,1,20727
9684,532,1,33158
9685,706,1,40364
9686,191,1,3642
9687,186,1,33022
9688,956,1,17822
9689,78,1,40445
9690,880,2,47400
9691,473,3,48785
9692,732,1,28580
9693,619,2,31203
9694,275,1,46120
9695,410,1,16067
9696,159,1,21394
9697,353,2,23737
9698,536,1,36837
9699,643,2,25813
9700,78,3,62
9701,673,1,17085
9702,764,1,8978
9703,238,2,26826
9704,798,3,28328
9705,369,1,49763
9706,18,1,18461
9707,790,3,5640
9708,472,1,24226
9709,811,3,6044
9710,640,1,37797
9711,668,2,45092
9712,667,1,1173
9713,67,1,38289
9714,778,3,44271
9715,762,3,35713
9716,97,3,43272
9717,341,2,2280
9718,766,2,40562
9719,836,2,14203
9720,862,1,35010
9721,328,3,14172
9722,770,3,39274
9723,424,3,17875
9724,418,2,38310
9725,553,3,21887
9726,708,3,46362
9727,515,1,37723
9728,418,2,1087
9729,73,1,3531
9730,210,1,31582
9731,209,3,18554
9732,583,1,44749
9733,690,3,41956
9734,725,3,27059
9735,511,1,633
9736,944,2,3370
9737,415,2,34682
9738,563,3,23862
9739,94,3,37784
9740,846,2,24068
9741,496,2,23516
9742,383,2,4725
9743,73,2,19235
9744,374,3,48947
9745,585,1,31209
9746,538,3,44817
9747,336,2,24200
9748,58,3,43112
9749,439,2,9696
9750,706,3,17532
9751,165,2,36638
9752,844,1,3521
9753,923,1,11448
9754,925,2,10239
9755,522,1,45797
9756,190,1,29859
9757,399,3,26157
9758,176,1,2931
9759,736,2,11727
9760,317,2,19154
9761,874,3,33788
9762,855,3,44494
9763,945,2,49444
9764,693,1,20422
9765,608,1,8252
9766,41,2,271
9767,240,2,44528
9768,644,3,14288
9769,69,3,21164
9770,332,1,25829
9771,543,2,21866
9772,550,3,29990
9773,454,3,16535
9774,699,3,18862
9775,733,2,5711
9776,548,2,24914
9777,997,3,43561
9778,623,1,8469
9779,619,1,19158
9780,77,2,33426
9781,976,3,46997
9782,98,2,6598
9783,123,3,30712
9784,724,3,11552
9785,883,1,11612
9786,940,2,18609
9787,884,1,25808
9788,634,3,499
9789,625,2,2353
9790,606,3,39093
9791,888,2,28646
9792,944,1,48079
9793,425,3,40904
9794,458,1,43716
9795,404,1,43687
9796,675,1,448
9797,704,3,24571
9798,46,1,325
9799,785,3,1299
9800,944,1,11378
9801,341,1,12071
9802,607,2,38168
9803,186,3,39638
9804,326,1,16144
9805,489,3,23476
9806,477,3,4
9807,435,2,7172
9808,15,2,18957
9809,886,3,48427
9810,337,3,23000
9811,990,3,28767
9812,148,1,16306
9813,824,2,14590
9814,664,1,3273
9815,957,1,43383
9816,524,1,47885
9817,530,3,43380
9818,825,3,11542
9819,519,3,19733
9820,54,2,42747
9821,371,3,9948
9822,535,3,12862
9823,381,2,45821
9824,600,3,19939
9825,884,3,18838
9826,513,2,8616
9827,726,2,22443
9828,41,3,43149
9829,552,1,22292
9830,1,2,1869
9831,890,2,1137
9832,332,2,27022
9833,562,1,25766
9834,54,1,24486
9835,415,3,41745
9836,638,2,8547
9837,383,1,27116
9838,129,1,3256
9839,494,2,47637
9840,261,1,875
9841,624,3,47610
9842,330,1,45555
9843,329,2,49102
9844,407,3,7556
9845,856,2,35641
9846,430,3,2606
9847,253,1,6653
9848,817,1,45222
9849,880,2,17634
9850,823,3,5189
9851,115,3,48659
9852,257,3,10156
9853,974,2,26729
9854,95,1,5683
9855,56,1,5605
9856,418,1,40809
9857,516,2,23406
9858,415,1,13355
9859,158,1,11986
9860,98,3,21433
9861,406,1,30373
9862,826,1,13066
9863,783,3,35931
9864,526,2,18364
9865,686,3,46591
9866,42,1,16009
9867,130,3,24475
9868,995,1,12040
9869,98,3,33452
9870,221,2,34100
9871,942,3,38002
9872,542,1,10345
9873,47,2,7548
9874,866,2,39152
9875,645,1,17082
9876,433,3,18970
9877,692,3,11150
9878,262,1,35942
9879,740,1,26208
9880,708,1,31867
9881,838,3,38825
9882,134,3,43636
9883,810,2,27761
9884,165,3,12887
9885,135,3,25147
9886,772,2,10854
9887,847,3,24436
9888,101,1,32654
9889,12,3,24462
9890,961,2,11927
9891,478,3,4474
9892,359,2,13395
9893,937,3,30974
9894,277,2,43254
9895,173,1,12709
9896,93,1,11835
9897,922,1,18104
9898,380,2,49440
9899,947,2,21904
9900,624,1,30298
9901,209,2,30339
9902,35,1,34036
9903,564,1,38570
9904,131,2,43570
9905,120,1,46752
9906,541,2,5132
9907,125,1,8195
9908,776,2,25094
9909,209,3,29668
9910,781,2,42343
9911,231,3,7600
9912,28,2,9442
9913,202,2,15489
9914,683,3,32030
9915,2,1,22386
9916,683,1,25315
9917,334,3,21884
9918,543,3,7635
9919,966,2,40059
9920,519,2,7338
9921,684,1,15695
9922,545,1,5615
9923,399,3,19043
9924,974,3,27581
9925,731,3,46138
9926,694,1,41269
9927,874,2,1711
9928,898,2,11865
9929,194,3,41187
9930,568,1,43176
9931,462,2,4208
9932,879,3,28929
9933,640,2,47840
9934,673,1,41730
9935,929,2,48292
9936,245,1,33343
9937,634,1,10235
9938,105,2,26972
9939,229,3,26182
9940,413,2,10079
9941,326,1,13189
9942,973,3,22044
9943,153,1,47053
9944,253,1,45776
9945,941,2,44999
9946,722,1,38125
9947,850,1,6633
9948,330,3,11068
9949,947,1,6521
9950,833,1,15943
9951,310,1,43489
9952,958,2,30978
9953,933,2,27059
9954,710,2,36950
9955,164,1,21227
9956,669,2,35764
9957,227,2,14889
9958,934,1,48439
9959,974,1,4552
9960,163,1,20693
9961,921,1,29569
9962,290,1,17283
9963,66,2,8499
9964,911,1,26819
9965,727,3,29477
9966,333,2,10712
9967,904,3,17677
9968,434,2,4113
9969,721,2,37005
9970,131,1,37090
9971,265,1,2454
9972,764,2,46459
9973,854,2,15875
9974,594,1,19447
9975,833,1,21972
9976,932,2,37979
9977,16,1,15179
9978,730,3,39680
9979,391,1,4127
9980,245,3,27156
9981,87,2,45187
9982,627,3,34104
9983,920,2,24420
9984,56,1,27307
9985,666,2,23984
9986,968,3,33011
9987,140,1,36671
9988,243,3,45720
9989,57,2,1377
9990,915,2,31307
9991,200,1,13635
9992,990,2,34460
9993,956,2,18833
9994,915,3,18270
9995,287,2,39024
9996,472,2,16156
9997,578,1,49114
9998,148,3,36234
9999,625,3,657
10000,192,1,30732
10001,107,2,27320
10002,307,2,16626
10003,859,2,16030
10004,557,2,22636
10005,7,3,19202
10006,660,1,2873
10007,341,1,11147
10008,440,2,256
10009,436,3,34462
10010,24,3,14369
10011,296,3,6492
10012,519,1,8178
10013,897,1,44658
10014,704,2,9446
10015,908,3,29716
10016,1,1,29163
10017,414,2,37217
10018,209,2,36252
10019,851,1,12230
10020,92,2,41620
10021,125,3,42062
10022,998,1,11532
10023,263,2,7665
10024,900,2,27759
10025,962,2,22243
10026,433,1,32486
10027,911,2,21368
10028,324,1,8149
10029,401,1,48918
10030,196,3,45274
10031,297,3,33831
10032,556,3,32803
10033,3,1,5042
10034,792,1,37919
10035,965,1,30689
10036,361,3,40191
10037,900,2,3481
10038,624,2,1061
10039,470,2,45052
10040,97,1,40918
10041,556,3,23445
10042,835,2,45061
10043,679,2,23593
10044,734,2,18458
10045,45,1,21484
10046,22,1,14624
10047,518,1,11104
10048,370,3,25585
10049,712,3,33427
10050,811,2,37061
10051,896,2,35487
10052,992,1,17965
10053,367,1,19825
10054,519,1,43991
10055,607,2,8779
10056,679,2,41615
10057,592,1,47254
10058,613,2,33130
10059,371,2,38005
10060,752,2,41927
10061,530,2,38195
10062,647,2,46138
10063,822,3,28583
10064,990,1,4919
10065,328,2,45579
10066,143,2,32214
10067,38,1,22657
10068,46,1,24295
10069,485,3,37882
10070,754,3,46516
10071,876,3,15547
10072,307,1,10908
10073,32,2,42162
10074,541,3,35866
10075,523,3,9482
10076,525,2,34793
10077,139,1,16379
10078,875,2,31905
10079,986,2,25872
10080,798,3,42812
10081,663,1,9690
10082,128,3,41090
10083,698,1,41416
10084,431,2,6583
10085,485,3,14519
10086,998,3,26154
10087,463,1,5564
10088,507,2,8062
10089,126,2,20603
10090,402,2,3914
10091,602,2,15983
10092,352,2,37747
10093,370,2,37153
10094,539,3,26288
10095,744,1,12572
10096,321,3,30361
10097,399,3,2940
10098,589,1,25767
10099,837,2,48156
10100,497,2,41257
10101,415,3,49842
10102,566,1,19655
10103,718,2,22788
10104,316,3,18231
10105,165,2,45766
10106,269,2,18165
10107,709,2,27613
10108,958,1,12388
10109,283,1,36162
10110,120,1,30764
10111,40,1,26394
10112,3,1,14505
10113,559,1,34438
10114,6,3,18115
10115,352,1,636
10116,572,2,16857
10117,199,3,19271
10118,210,1,23675
10119,7,3,27372
10120,699,2,15675
10121,193,1,19108
10122,181,3,38896
10123,100,2,8300
10124,918,1,31115
10125,285,2,45374
10126,352,3,49650
10127,73,3,14773
10128,569,3,42968
10129,707,3,6187
10130,871,2,17310
10131,427,2,16755
10132,192,1,26900
10133,273,2,44873
10134,14,2,3049
10135,120,1,38395
10136,349,1,1135
10137,552,2,5069
10138,670,3,39635
10139,707,1,47888
10140,49,1,164
10141,27,1,27853
10142,668,3,39064
10143,308,2,35389
10144,686,1,41119
10145,3,3,18905
10146,142,2,1568
10147,354,3,17544
10148,777,1,37214
10149,84,2,29970
10150,900,1,43158
10151,503,1,12712
10152,50,2,4485
10153,574,1,38581
10154,287,1,2254
10155,248,2,15925
10156,795,2,32909
10157,501,2,6441
10158,249,2,44128
10159,305,2,45655
10160,879,1,39673
10161,925,3,43487
10162,262,2,18777
10163,435,3,10355
10164,286,3,36932
10165,637,3,3124
10166,538,1,18379
10167,123,3,9778
10168,90,3,47292
10169,191,1,21556
10170,776,2,5742
10171,939,3,3696
10172,510,3,7888
10173,155,1,18207
10174,321,3,31200
10175,687,2,33026
10176,9,3,22024
10177,905,3,45413
10178,45,2,23316
10179,39,2,23541
10180,864,1,1386
10181,865,1,46221
10182,527,3,45920
10183,937,2,7623
10184,454,1,17804
10185,705,2,26804
10186,182,2,24556
10187,1000,2,40907
10188,590,1,22697
10189,154,2,30180
10190,501,3,23481
10191,682,2,29186
10192,991,2,28914
10193,192,3,19373
